company_id,company,industry,public_strength,hypothesis_id,question,baseline_metric,unit,observed_value,measurement_plan,formula,secondary_measurements,possible_contribution,acceptance_boundary,sources,status
double-r-strategies-and-consulting,Double R Strategies and Consulting,Transportation,Its published services combine organizational consulting and training around community reintegration.,double-r-strategies-and-consulting-h2,Would a training-delivery evidence checklist simplify preparation of a funder or agency report?,Contracted session deliverables with complete approved evidence,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A template links session dates, aggregate attendance counts and approved materials to owner-entered reporting requirements.","No fabricated attendance, certifications or participant outcomes.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-double-r-strategies-and-consulting | https://www.drsac.net/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
double-r-strategies-and-consulting,Double R Strategies and Consulting,Transportation,Its published services combine organizational consulting and training around community reintegration.,double-r-strategies-and-consulting-h3,Could a consistent engagement brief reduce repeated clarification before a consulting session?,Clarification rounds before an engagement scope is accepted,rounds/engagement,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A brief builder records organization goals, audience, session format, dependencies and explicit exclusions.",Drafts only; no contract commitments or government representations.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-double-r-strategies-and-consulting | https://www.drsac.net/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
dust-to-dust-llc,Dust to Dust,Professional Services,The cohort describes a focused natural-organic-reduction service concept.,dust-to-dust-llc-h1,Could an approved-information library make early public inquiries easier to answer consistently?,Inquiry drafts answered entirely from approved source text,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A source-linked FAQ draft template separates the proposed service, current availability and questions requiring the owner's response.","No claims about legal availability, environmental performance or disposition advice.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-dust-to-dust-llc | http://www.Dust2Dust.Life,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
dust-to-dust-llc,Dust to Dust,Professional Services,The cohort describes a focused natural-organic-reduction service concept.,dust-to-dust-llc-h2,Would a dependency checklist clarify which readiness items must be resolved before any launch commitment?,Owner-defined launch dependencies with named evidence and responsible person,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A local readiness map tracks facility, vendor, operating-procedure and authorization questions as unresolved until evidence is supplied.","This is a planning aid, not a permit, legal determination or launch authorization.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-dust-to-dust-llc | http://www.Dust2Dust.Life,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
dust-to-dust-llc,Dust to Dust,Professional Services,The cohort describes a focused natural-organic-reduction service concept.,dust-to-dust-llc-h3,Could explicit capacity assumptions help compare possible service designs before investment?,Scenario inputs supported by an owner-provided measurement or clearly labeled assumption,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A scenario sheet separates intake demand, cycle duration, facility capacity and staffing assumptions without defaulting unknowns to zero.",No purchase advice or claims of achievable throughput; owner specialists must confirm inputs.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-dust-to-dust-llc | http://www.Dust2Dust.Life,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
encompass-financial-services-inc,Encompass Financial Services,Financial Services,"The existing practice publishes a concrete bookkeeping workflow, including reconciliation and record continuity checks.",encompass-financial-services-inc-h1,"If the existing practice is in scope, could a statement-completeness grid reduce repeated document requests?",Client-months with all owner-required source statements before preparation,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A synthetic checklist maps accounts and reporting periods to received-document indicators, without account numbers or balances.",Owner must confirm venture scope; do not collect tax identifiers or real bank documents.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-encompass-financial-services-inc | https://encompassfinancialservices.net/ | https://encompassfinancialservices.net/bookkeeping/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
encompass-financial-services-inc,Encompass Financial Services,Financial Services,"The existing practice publishes a concrete bookkeeping workflow, including reconciliation and record continuity checks.",encompass-financial-services-inc-h2,"If the existing practice is in scope, would an exception-only reconciliation view reduce review effort?",Reviewer minutes per owner-confirmed reconciliation exception,minutes/exception,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A local synthetic-ledger checker flags missing source references, possible duplicates and unmatched entries for accountant review.","No automatic journal entries, tax classifications or financial advice.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-encompass-financial-services-inc | https://encompassfinancialservices.net/ | https://encompassfinancialservices.net/bookkeeping/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
encompass-financial-services-inc,Encompass Financial Services,Financial Services,"The existing practice publishes a concrete bookkeeping workflow, including reconciliation and record continuity checks.",encompass-financial-services-inc-h3,"If the existing practice is in scope, could report-source links make month-end review easier to reproduce?",Report figures traceable to approved period and source records,percent,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",,,"A report checklist records period boundaries, source versions and reviewer sign-off using fictitious amounts.","No tax filing, payroll execution or assertion that accounts are correct.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-encompass-financial-services-inc | https://encompassfinancialservices.net/ | https://encompassfinancialservices.net/bookkeeping/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
excalis,Excalis,Manufacturing,"Excalis combines CAD design, FDM 3D printing, prototyping, and custom product development. The business's strength is turning a customer's concept into a fabricated object within one design-to-build workflow.",excalis-h1,Could a complete design brief reduce quote revisions caused by missing dimensions or use requirements?,Quote revisions caused by missing approved requirements,revisions/project,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",owner-classified missing-requirement revisions / eligible projects,,"A design intake checklist covering dimensions, intended use, material constraints, tolerances, deadline, and approved reference files.",Never infer safety-critical tolerances or material suitability; the designer validates the brief.,https://excalis.co/ | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
excalis,Excalis,Manufacturing,"Excalis combines CAD design, FDM 3D printing, prototyping, and custom product development. The business's strength is turning a customer's concept into a fabricated object within one design-to-build workflow.",excalis-h2,Can print-cost and energy comparisons preserve the same accepted part quality?,Total electrical energy per accepted conforming part,Wh/accepted part,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.","metered energy for complete production batch including warmup, failed prints, rework, and auxiliaries / accepted conforming parts",,"A baseline sheet joining existing slicer estimates, measured job time, scrap, metered electricity, and an owner-defined acceptance checklist; compare settings only after the designer accepts equivalence.","No automatic machine control; slicer estimates are not measurements, and faster or lighter prints are not wins if function or quality changes.",https://excalis.co/ | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
